zip,id,station,address,dir_cn,dir_en,dir_short,lat,lon,lat_offset,lon_offset
10001,LAAB074-01,大同分局 民族路派出所,承德路3段110號旁(108巷口),東,East,E,,,,
10001,LAAB075-01,大同分局 民族路派出所,承德路3段88號旁,西,West,W,25.0662554,121.5181111,25.066255399868254,121.5179127566657
10001,LAAB077-01,大同分局 民族路派出所,承德路3段145號旁燈桿,東,East,E,25.0677729,121.5186903,25.067772899868245,121.51888864579144
10001,LAAB078-01,大同分局 民族路派出所,承德路3段159巷25號前燈桿,西,West,W,25.0681508,121.5194096,25.068150799868242,121.51921125359668
10001,LAAB079-01,大同分局 民族路派出所,承德路3段113巷1號旁,東,East,E,25.066941,121.5187929,25.066940999868244,121.51899124444438
10001,LAAB080-01,大同分局 民族路派出所,大龍街159巷16號對面,西,West,W,25.0679884,121.5164853,25.06798839986824,121.51628695385963
10001,LAAB081-01,大同分局 民族路派出所,大龍街85巷8號前燈桿,東,East,E,25.066454,121.5165806,25.06645399986825,121.51677894365588
10001,LAAB083-01,大同分局 民族路派出所,承德路3段120號旁,西,West,W,25.0671893,121.5181697,25.067189299868247,121.51797135515355
10001,LAAB085-01,大同分局 民族路派出所,大龍街91巷19號,東,East,E,25.0673506,121.5171516,25.067350599868245,121.51734994510765
10001,LAAB086-01,大同分局 民族路派出所,民族西路134號前燈桿,東,East,E,25.0684421,121.5163197,25.06844209986824,121.51651804687503
10001,LAAB087-01,大同分局 民族路派出所,大龍街89巷1號,東,East,E,25.0667685,121.516636,25.06676849986825,121.5168343441651
10001,LAAB089-01,大同分局 民族路派出所,重慶北路3段236巷45弄2號,北,North,N,25.0708576,121.512122,25.071037263056827,121.51212200000002
10001,LAAC001-01,大同分局 重慶北路派出所,承德路3段214巷2號旁 ,西,West,W,25.071416,121.5176891,25.071415999868222,121.51749074830892
10001,LAAC002-01,大同分局 重慶北路派出所,大龍街215巷15號,北,North,N,25.0705688,121.5165401,25.070748463056827,121.5165401
10001,LAAC003-01,大同分局 重慶北路派出所,北市大同區承德路3段208巷17號(對面燈桿)路口監控,東,East,E,25.0705909,121.517444,25.070590899868225,121.5176423503548
10001,LAAC004-01,大同分局 重慶北路派出所,大龍街223號前,北,North,N,25.0707041,121.5159948,25.070883763056823,121.51599479999999
10001,LAAC005-01,大同分局 重慶北路派出所,承德路3段193號旁,東,East,E,25.0695676,121.5187004,25.069567599868236,121.51889874869762
10001,LAAC009-01,大同分局 重慶北路派出所,民族西路73號前,西,West,W,25.0687089,121.5181728,25.068708899868238,121.51797445269293
10001,LAAC010-01,大同分局 重慶北路派出所,酒泉街12號,東,East,E,25.0705879,121.5196869,25.070587899868226,121.51988525034996
10001,LAAC011-01,大同分局 重慶北路派出所,承德路3段176巷14號牆上,北,North,N,25.0690398,121.5177133,25.06921946305683,121.51771330000001
10001,LAAC013-01,大同分局 重慶北路派出所,民族西路31巷8號前,南,South,S,25.0690895,121.5196264,25.068909836943178,121.5196264
10001,LAAC014-01,大同分局 重慶北路派出所,酒泉街50號,東南,Southeast,SE,25.0717664,121.5164837,25.071639358968305,121.51662395608162
